   2.646996972531e-03   2.646998299617e-03   2.646998299617e-03   2.646996972531e-03   2.646995393459e-03   2.646993456287e-03   2.646991048451e-03   2.646988056113e-03   2.646984362757e-03   2.646979825310e-03   2.646974275472e-03   2.646967513700e-03   2.646959323865e-03   2.646949471544e-03   2.646937702915e-03   2.646923741246e-03   2.646907294195e-03   2.646888052080e-03   2.646865702945e-03   2.646839939014e-03   2.646810466497e-03   2.646777022343e-03   2.646739384096e-03   2.646697393090e-03   2.646650969481e-03   2.646600122787e-03   2.646544962817e-03   2.646485701920e-03   2.646422653914e-03   2.646356238612e-03   2.646286986393e-03   2.646215519943e-03   2.646142370316e-03   2.646067650690e-03   2.645992368073e-03   2.645919648272e-03   2.645851617879e-03   2.645790304905e-03   2.645737796164e-03   2.645696186283e-03   2.645667325074e-03   2.645652642502e-03   2.645653316718e-03   2.645671169761e-03   2.645707492312e-03   2.645764021579e-03   2.645841500316e-03   2.645940305082e-03   2.646060437090e-03   2.646201633343e-03   2.646363274757e-03   2.646544200565e-03   2.646742568682e-03   2.646956367322e-03   2.647184761599e-03   2.647429203979e-03   2.647688502939e-03   2.647955502534e-03   2.648209002368e-03   2.648448868225e-03   2.648676764257e-03   2.648890472863e-03   2.649086276651e-03   2.649261118908e-03   2.649412804474e-03   2.649539653367e-03   2.649640376631e-03   2.649714174403e-03   2.649760944178e-03   2.649781214449e-03   2.649775440261e-03   2.649744262120e-03   2.649687059942e-03   2.649608342068e-03   2.649508766420e-03   2.649391803420e-03   2.649260754279e-03   2.649117895525e-03   2.648967472078e-03   2.648813177318e-03   2.648658676500e-03   2.648509205083e-03   2.648363230435e-03   2.648222311602e-03   2.648087823292e-03   2.647960813116e-03   2.647842147797e-03   2.647732471104e-03   2.647632190493e-03   2.647541477363e-03   2.647460276235e-03   2.647388326607e-03   2.647325197821e-03   2.647270331232e-03   2.647223081318e-03   2.647182751986e-03   2.647148627253e-03   2.647119995275e-03   2.647096168102e-03   2.647076497754e-03   2.647060384711e-03   2.647047283169e-03   2.647036708508e-03   2.647028236788e-03   2.647021503428e-03   2.647016189911e-03   2.647012023376e-03   2.647008782925e-03   2.647006294509e-03   2.647004420158e-03   2.647003045848e-03   2.647002071565e-03   2.647001402136e-03   2.647000952185e-03   2.647000652052e-03   2.647000450612e-03   2.647000313320e-03   2.647000218041e-03   2.647000150849e-03   2.647000102879e-03   2.647000068212e-03   2.647000042750e-03   2.647000023954e-03   2.647000011683e-03   2.647000011683e-03   2.647000023954e-03
   2.646998812445e-03   2.646999560889e-03   2.646999560889e-03   2.646998812445e-03   2.646997900059e-03   2.646996778051e-03   2.646995401249e-03   2.646993721490e-03   2.646991685620e-03   2.646989222198e-03   2.646986234394e-03   2.646982596618e-03   2.646978166675e-03   2.646972798525e-03   2.646966345500e-03   2.646958653586e-03   2.646949557667e-03   2.646938883918e-03   2.646926452073e-03   2.646912081552e-03   2.646895598827e-03   2.646876843290e-03   2.646855676990e-03   2.646831993951e-03   2.646805728780e-03   2.646776866250e-03   2.646745447000e-03   2.646711571121e-03   2.646675400798e-03   2.646637161630e-03   2.646597147903e-03   2.646555723553e-03   2.646513274922e-03   2.646470125652e-03   2.646426830590e-03   2.646384732198e-03   2.646345098493e-03   2.646309172955e-03   2.646278203982e-03   2.646253422920e-03   2.646235940729e-03   2.646226673646e-03   2.646226478035e-03   2.646236393293e-03   2.646257285715e-03   2.646289892857e-03   2.646334689739e-03   2.646391906161e-03   2.646461567367e-03   2.646543510983e-03   2.646637345227e-03   2.646742345110e-03   2.646857397456e-03   2.646981231203e-03   2.647113188368e-03   2.647253668933e-03   2.647401486882e-03   2.647551878657e-03   2.647695998940e-03   2.647832571043e-03   2.647961718508e-03   2.648082069465e-03   2.648191633766e-03   2.648288762262e-03   2.648372252170e-03   2.648441214823e-03   2.648495025473e-03   2.648533316647e-03   2.648555960696e-03   2.648562977014e-03   2.648554896125e-03   2.648532498233e-03   2.648496190608e-03   2.648447809747e-03   2.648388239724e-03   2.648319422336e-03   2.648243254986e-03   2.648161337334e-03   2.648075945040e-03   2.647989200054e-03   2.647903048324e-03   2.647819178692e-03   2.647737666759e-03   2.647659418964e-03   2.647585124626e-03   2.647515317675e-03   2.647450415875e-03   2.647390706170e-03   2.647336345220e-03   2.647287363859e-03   2.647243675803e-03   2.647205092869e-03   2.647171344076e-03   2.647142096921e-03   2.647116978191e-03   2.647095593759e-03   2.647077542849e-03   2.647062432591e-03   2.647049887159e-03   2.647039554746e-03   2.647031113695e-03   2.647024274793e-03   2.647018783544e-03   2.647014415552e-03   2.647010962844e-03   2.647008232871e-03   2.647006063677e-03   2.647004338997e-03   2.647002981186e-03   2.647001938949e-03   2.647001177679e-03   2.647000662720e-03   2.647000346247e-03   2.647000170675e-03   2.647000082521e-03   2.647000042116e-03   2.647000024715e-03   2.647000017021e-03   2.647000012833e-03   2.647000009688e-03   2.647000006817e-03   2.647000004070e-03   2.647000001544e-03   2.646999999602e-03   2.646999999602e-03   2.647000001544e-03
   2.646998812445e-03   2.646999560889e-03   2.646999560889e-03   2.646998812445e-03   2.646997900059e-03   2.646996778051e-03   2.646995401249e-03   2.646993721490e-03   2.646991685620e-03   2.646989222198e-03   2.646986234394e-03   2.646982596618e-03   2.646978166675e-03   2.646972798525e-03   2.646966345500e-03   2.646958653586e-03   2.646949557667e-03   2.646938883918e-03   2.646926452073e-03   2.646912081552e-03   2.646895598827e-03   2.646876843290e-03   2.646855676990e-03   2.646831993951e-03   2.646805728780e-03   2.646776866250e-03   2.646745447000e-03   2.646711571121e-03   2.646675400798e-03   2.646637161630e-03   2.646597147903e-03   2.646555723553e-03   2.646513274922e-03   2.646470125652e-03   2.646426830590e-03   2.646384732198e-03   2.646345098493e-03   2.646309172955e-03   2.646278203982e-03   2.646253422920e-03   2.646235940729e-03   2.646226673646e-03   2.646226478035e-03   2.646236393293e-03   2.646257285715e-03   2.646289892857e-03   2.646334689739e-03   2.646391906161e-03   2.646461567367e-03   2.646543510983e-03   2.646637345227e-03   2.646742345110e-03   2.646857397456e-03   2.646981231203e-03   2.647113188368e-03   2.647253668933e-03   2.647401486882e-03   2.647551878657e-03   2.647695998940e-03   2.647832571043e-03   2.647961718508e-03   2.648082069465e-03   2.648191633766e-03   2.648288762262e-03   2.648372252170e-03   2.648441214823e-03   2.648495025473e-03   2.648533316647e-03   2.648555960696e-03   2.648562977014e-03   2.648554896125e-03   2.648532498233e-03   2.648496190608e-03   2.648447809747e-03   2.648388239724e-03   2.648319422336e-03   2.648243254986e-03   2.648161337334e-03   2.648075945040e-03   2.647989200054e-03   2.647903048324e-03   2.647819178692e-03   2.647737666759e-03   2.647659418964e-03   2.647585124626e-03   2.647515317675e-03   2.647450415875e-03   2.647390706170e-03   2.647336345220e-03   2.647287363859e-03   2.647243675803e-03   2.647205092869e-03   2.647171344076e-03   2.647142096921e-03   2.647116978191e-03   2.647095593759e-03   2.647077542849e-03   2.647062432591e-03   2.647049887159e-03   2.647039554746e-03   2.647031113695e-03   2.647024274793e-03   2.647018783544e-03   2.647014415552e-03   2.647010962844e-03   2.647008232871e-03   2.647006063677e-03   2.647004338997e-03   2.647002981186e-03   2.647001938949e-03   2.647001177679e-03   2.647000662720e-03   2.647000346247e-03   2.647000170675e-03   2.647000082521e-03   2.647000042116e-03   2.647000024715e-03   2.647000017021e-03   2.647000012833e-03   2.647000009688e-03   2.647000006817e-03   2.647000004070e-03   2.647000001544e-03   2.646999999602e-03   2.646999999602e-03   2.647000001544e-03
   2.646996972531e-03   2.646998299617e-03   2.646998299617e-03   2.646996972531e-03   2.646995393459e-03   2.646993456287e-03   2.646991048451e-03   2.646988056113e-03   2.646984362757e-03   2.646979825310e-03   2.646974275472e-03   2.646967513700e-03   2.646959323865e-03   2.646949471544e-03   2.646937702915e-03   2.646923741246e-03   2.646907294195e-03   2.646888052080e-03   2.646865702945e-03   2.646839939014e-03   2.646810466497e-03   2.646777022343e-03   2.646739384096e-03   2.646697393090e-03   2.646650969481e-03   2.646600122787e-03   2.646544962817e-03   2.646485701920e-03   2.646422653914e-03   2.646356238612e-03   2.646286986393e-03   2.646215519943e-03   2.646142370316e-03   2.646067650690e-03   2.645992368073e-03   2.645919648272e-03   2.645851617879e-03   2.645790304905e-03   2.645737796164e-03   2.645696186283e-03   2.645667325074e-03   2.645652642502e-03   2.645653316718e-03   2.645671169761e-03   2.645707492312e-03   2.645764021579e-03   2.645841500316e-03   2.645940305082e-03   2.646060437090e-03   2.646201633343e-03   2.646363274757e-03   2.646544200565e-03   2.646742568682e-03   2.646956367322e-03   2.647184761599e-03   2.647429203979e-03   2.647688502939e-03   2.647955502534e-03   2.648209002368e-03   2.648448868225e-03   2.648676764257e-03   2.648890472863e-03   2.649086276651e-03   2.649261118908e-03   2.649412804474e-03   2.649539653367e-03   2.649640376631e-03   2.649714174403e-03   2.649760944178e-03   2.649781214449e-03   2.649775440261e-03   2.649744262120e-03   2.649687059942e-03   2.649608342068e-03   2.649508766420e-03   2.649391803420e-03   2.649260754279e-03   2.649117895525e-03   2.648967472078e-03   2.648813177318e-03   2.648658676500e-03   2.648509205083e-03   2.648363230435e-03   2.648222311602e-03   2.648087823292e-03   2.647960813116e-03   2.647842147797e-03   2.647732471104e-03   2.647632190493e-03   2.647541477363e-03   2.647460276235e-03   2.647388326607e-03   2.647325197821e-03   2.647270331232e-03   2.647223081318e-03   2.647182751986e-03   2.647148627253e-03   2.647119995275e-03   2.647096168102e-03   2.647076497754e-03   2.647060384711e-03   2.647047283169e-03   2.647036708508e-03   2.647028236788e-03   2.647021503428e-03   2.647016189911e-03   2.647012023376e-03   2.647008782925e-03   2.647006294509e-03   2.647004420158e-03   2.647003045848e-03   2.647002071565e-03   2.647001402136e-03   2.647000952185e-03   2.647000652052e-03   2.647000450612e-03   2.647000313320e-03   2.647000218041e-03   2.647000150849e-03   2.647000102879e-03   2.647000068212e-03   2.647000042750e-03   2.647000023954e-03   2.647000011683e-03   2.647000011683e-03   2.647000023954e-03
   2.646994218253e-03   2.646996408941e-03   2.646996408941e-03   2.646994218253e-03   2.646991665804e-03   2.646988579485e-03   2.646984762781e-03   2.646980014680e-03   2.646974140415e-03   2.646966895239e-03   2.646958000634e-03   2.646947132352e-03   2.646933932135e-03   2.646918012275e-03   2.646898953890e-03   2.646876304176e-03   2.646849576149e-03   2.646818262865e-03   2.646781847004e-03   2.646739811099e-03   2.646691662495e-03   2.646636950254e-03   2.646575296413e-03   2.646506419680e-03   2.646430171211e-03   2.646346559244e-03   2.646255761435e-03   2.646158131309e-03   2.646054193515e-03   2.645944648148e-03   2.645830382803e-03   2.645712425533e-03   2.645591495236e-03   2.645467244122e-03   2.645341312143e-03   2.645219275510e-03   2.645104805444e-03   2.645001282476e-03   2.644912242176e-03   2.644841335734e-03   2.644791834444e-03   2.644766031264e-03   2.644765330058e-03   2.644791113906e-03   2.644847642838e-03   2.644937903998e-03   2.645063331679e-03   2.645224351783e-03   2.645420931551e-03   2.645652702629e-03   2.645918699284e-03   2.646216964874e-03   2.646544379041e-03   2.646898201638e-03   2.647278363627e-03   2.647686104143e-03   2.648119857475e-03   2.648567104780e-03   2.648992446395e-03   2.649394177141e-03   2.649775773667e-03   2.650134185564e-03   2.650463147455e-03   2.650757313499e-03   2.651012885600e-03   2.651226959466e-03   2.651397188512e-03   2.651521959567e-03   2.651601044781e-03   2.651636803880e-03   2.651632029228e-03   2.651582446897e-03   2.651487460486e-03   2.651356772431e-03   2.651190514445e-03   2.650994765698e-03   2.650775099250e-03   2.650535205535e-03   2.650282847759e-03   2.650024122574e-03   2.649765010293e-03   2.649514986946e-03   2.649270951855e-03   2.649035209564e-03   2.648810218606e-03   2.648597780722e-03   2.648399374424e-03   2.648216104035e-03   2.648048668876e-03   2.647897357777e-03   2.647762062766e-03   2.647642321526e-03   2.647537384690e-03   2.647446291112e-03   2.647367938323e-03   2.647301144038e-03   2.647244697425e-03   2.647197399927e-03   2.647158097223e-03   2.647125701998e-03   2.647099211474e-03   2.647077718074e-03   2.647060415531e-03   2.647046597558e-03   2.647035653602e-03   2.647027049193e-03   2.647020329629e-03   2.647015119373e-03   2.647011116395e-03   2.647008080574e-03   2.647005814882e-03   2.647004151315e-03   2.647002947166e-03   2.647002084114e-03   2.647001469249e-03   2.647001032209e-03   2.647000721794e-03   2.647000501309e-03   2.647000344695e-03   2.647000233384e-03   2.647000153906e-03   2.647000096504e-03   2.647000054994e-03   2.647000028613e-03   2.647000028613e-03   2.647000054994e-03
   2.646990839230e-03   2.646994158040e-03   2.646994158040e-03   2.646990839230e-03   2.646987037158e-03   2.646982480368e-03   2.646976878939e-03   2.646969919631e-03   2.646961314520e-03   2.646950700000e-03   2.646937673753e-03   2.646921762582e-03   2.646902446607e-03   2.646879146913e-03   2.646851237968e-03   2.646818046206e-03   2.646778857874e-03   2.646732919167e-03   2.646679466474e-03   2.646617735221e-03   2.646546990425e-03   2.646466554607e-03   2.646375851533e-03   2.646274446133e-03   2.646162096438e-03   2.646038799324e-03   2.645904810509e-03   2.645760648806e-03   2.645607093024e-03   2.645445176658e-03   2.645276218112e-03   2.645101747936e-03   2.644922709810e-03   2.644738004246e-03   2.644550168645e-03   2.644367583389e-03   2.644195804183e-03   2.644039899656e-03   2.643905227875e-03   2.643797496958e-03   2.643722064678e-03   2.643682248628e-03   2.643678273268e-03   2.643712235433e-03   2.643791732490e-03   2.643921869935e-03   2.644104587974e-03   2.644340441494e-03   2.644629404533e-03   2.644971018340e-03   2.645363926435e-03   2.645805193398e-03   2.646290272109e-03   2.646815541750e-03   2.647381339498e-03   2.647989745766e-03   2.648637544897e-03   2.649306740187e-03   2.649945406616e-03   2.650547718366e-03   2.651119375888e-03   2.651656909714e-03   2.652151056322e-03   2.652593501403e-03   2.652978370261e-03   2.653301228744e-03   2.653558418100e-03   2.653747293100e-03   2.653867257497e-03   2.653922092379e-03   2.653921867582e-03   2.653850953833e-03   2.653710230554e-03   2.653516231986e-03   2.653268620801e-03   2.652976466188e-03   2.652648207367e-03   2.652289593196e-03   2.651912809938e-03   2.651525784149e-03   2.651137283028e-03   2.650762997490e-03   2.650398097356e-03   2.650045382129e-03   2.649708687574e-03   2.649390744191e-03   2.649093775677e-03   2.648819459954e-03   2.648568865339e-03   2.648342433457e-03   2.648140001556e-03   2.647960872303e-03   2.647803917201e-03   2.647667689796e-03   2.647550532210e-03   2.647450668451e-03   2.647366282093e-03   2.647295578738e-03   2.647236832764e-03   2.647188421201e-03   2.647148847161e-03   2.647116754468e-03   2.647090933988e-03   2.647070321903e-03   2.647053991763e-03   2.647041145687e-03   2.647031109042e-03   2.647023321186e-03   2.647017327499e-03   2.647012759581e-03   2.647009316724e-03   2.647006750999e-03   2.647004857683e-03   2.647003473022e-03   2.647002467665e-03   2.647001742025e-03   2.647001220875e-03   2.647000848320e-03   2.647000582970e-03   2.647000394400e-03   2.647000260008e-03   2.647000163260e-03   2.647000093640e-03   2.647000049748e-03   2.647000049748e-03   2.647000093640e-03
   2.646986722613e-03   2.646991486537e-03   2.646991486537e-03   2.646986722613e-03   2.646981349250e-03   2.646974942785e-03   2.646967116351e-03   2.646957411023e-03   2.646945430257e-03   2.646930657770e-03   2.646912543654e-03   2.646890440569e-03   2.646863636122e-03   2.646831334238e-03   2.646792672554e-03   2.646746715874e-03   2.646692476550e-03   2.646628923648e-03   2.646554999689e-03   2.646469654555e-03   2.646371869493e-03   2.646260716474e-03   2.646135384124e-03   2.645995269521e-03   2.645840028119e-03   2.645669649881e-03   2.645484492991e-03   2.645285286591e-03   2.645073114191e-03   2.644849402700e-03   2.644615972424e-03   2.644374950283e-03   2.644127550048e-03   2.643871754832e-03   2.643611123752e-03   2.643357222694e-03   2.643117842055e-03   2.642900023507e-03   2.642711261555e-03   2.642559762969e-03   2.642453689701e-03   2.642398100655e-03   2.642390052238e-03   2.642432249105e-03   2.642538146407e-03   2.642714332962e-03   2.642963625588e-03   2.643286769111e-03   2.643683737727e-03   2.644154004885e-03   2.644695827855e-03   2.645305180137e-03   2.645975893982e-03   2.646703430368e-03   2.647488880879e-03   2.648335326893e-03   2.649236987376e-03   2.650170753480e-03   2.651066620388e-03   2.651910267176e-03   2.652710284438e-03   2.653463766373e-03   2.654158157306e-03   2.654781345873e-03   2.655324755200e-03   2.655782035559e-03   2.656147900403e-03   2.656418394617e-03   2.656592446223e-03   2.656675440268e-03   2.656684808928e-03   2.656593839033e-03   2.656403181191e-03   2.656137370716e-03   2.655795977624e-03   2.655391420570e-03   2.654935587483e-03   2.654436805464e-03   2.653912073211e-03   2.653370685045e-03   2.652826051671e-03   2.652301324918e-03   2.651790132943e-03   2.651295390137e-03   2.650822687818e-03   2.650375932478e-03   2.649958281206e-03   2.649572161884e-03   2.649219152017e-03   2.648899941342e-03   2.648614362360e-03   2.648361488586e-03   2.648139778392e-03   2.647947232739e-03   2.647781545039e-03   2.647640233348e-03   2.647520751746e-03   2.647420580231e-03   2.647337294218e-03   2.647268614146e-03   2.647212436819e-03   2.647166852908e-03   2.647130154616e-03   2.647100836099e-03   2.647077587543e-03   2.647059284451e-03   2.647044975727e-03   2.647033868233e-03   2.647025306479e-03   2.647018757981e-03   2.647013792045e-03   2.647010060568e-03   2.647007283878e-03   2.647005234874e-03   2.647003734718e-03   2.647002644545e-03   2.647001857400e-03   2.647001292601e-03   2.647000889366e-03   2.647000602276e-03   2.647000397541e-03   2.647000250025e-03   2.647000143991e-03   2.647000077284e-03   2.647000077284e-03   2.647000143991e-03
   2.646981550766e-03   2.646988199396e-03   2.646988199396e-03   2.646981550766e-03   2.646974169998e-03   2.646965397909e-03   2.646954738795e-03   2.646941544979e-03   2.646925293025e-03   2.646905274783e-03   2.646880760116e-03   2.646850877447e-03   2.646814685525e-03   2.646771124401e-03   2.646719049662e-03   2.646657221446e-03   2.646584327839e-03   2.646499001173e-03   2.646399837610e-03   2.646285448442e-03   2.646154482649e-03   2.646005708591e-03   2.645838062918e-03   2.645650746179e-03   2.645443308681e-03   2.645215746863e-03   2.644968562836e-03   2.644702749276e-03   2.644419773511e-03   2.644121534954e-03   2.643810458117e-03   2.643489380878e-03   2.643159818103e-03   2.642818644022e-03   2.642470710247e-03   2.642131223076e-03   2.641810618299e-03   2.641518303869e-03   2.641264336749e-03   2.641059954896e-03   2.640916816818e-03   2.640842479277e-03   2.640829764452e-03   2.640881421238e-03   2.641018016079e-03   2.641248570466e-03   2.641576844059e-03   2.642003874164e-03   2.642529620501e-03   2.643153484024e-03   2.643873334826e-03   2.644683971098e-03   2.645577481659e-03   2.646548511055e-03   2.647599374268e-03   2.648734034604e-03   2.649943027611e-03   2.651198519243e-03   2.652411952880e-03   2.653552836908e-03   2.654633549366e-03   2.655653494010e-03   2.656596703424e-03   2.657446081530e-03   2.658189299021e-03   2.658817385862e-03   2.659322868649e-03   2.659700144653e-03   2.659948020951e-03   2.660074515943e-03   2.660103280237e-03   2.659993560109e-03   2.659748696740e-03   2.659400989243e-03   2.658949963917e-03   2.658412078917e-03   2.657803457774e-03   2.657135380152e-03   2.656430208902e-03   2.655698786716e-03   2.654961207530e-03   2.654249593797e-03   2.653556699122e-03   2.652884907575e-03   2.652242135011e-03   2.651633849579e-03   2.651064399430e-03   2.650537212811e-03   2.650054586747e-03   2.649617608922e-03   2.649226190343e-03   2.648879193415e-03   2.648574622467e-03   2.648309836404e-03   2.648081753782e-03   2.647887035227e-03   2.647722237378e-03   2.647583938114e-03   2.647468833767e-03   2.647373811156e-03   2.647295995626e-03   2.647232777482e-03   2.647181821836e-03   2.647141066715e-03   2.647108715127e-03   2.647083222462e-03   2.647063277935e-03   2.647047782624e-03   2.647035825354e-03   2.647026659807e-03   2.647019684699e-03   2.647014419933e-03   2.647010480807e-03   2.647007558804e-03   2.647005409422e-03   2.647003840479e-03   2.647002703431e-03   2.647001885056e-03   2.647001299246e-03   2.647000881387e-03   2.647000582652e-03   2.647000367021e-03   2.647000211881e-03   2.647000114410e-03   2.647000114410e-03   2.647000211881e-03
   2.646974944228e-03   2.646984061633e-03   2.646984061633e-03   2.646974944228e-03   2.646964981061e-03   2.646953171224e-03   2.646938883169e-03   2.646921224798e-03   2.646899522031e-03   2.646872829672e-03   2.646840188927e-03   2.646800457275e-03   2.646752401014e-03   2.646694641716e-03   2.646625687500e-03   2.646543928269e-03   2.646447658461e-03   2.646335096694e-03   2.646204427089e-03   2.646053840669e-03   2.645881602020e-03   2.645686113886e-03   2.645466015718e-03   2.645220282228e-03   2.644948357639e-03   2.644650260137e-03   2.644326680911e-03   2.643978955606e-03   2.643609022124e-03   2.643219368715e-03   2.642813151205e-03   2.642394068310e-03   2.641963983124e-03   2.641518446053e-03   2.641063754226e-03   2.640619562699e-03   2.640199433339e-03   2.639815636462e-03   2.639481379584e-03   2.639211647163e-03   2.639022411231e-03   2.638924363095e-03   2.638905842962e-03   2.638968627832e-03   2.639141243450e-03   2.639436483458e-03   2.639859603511e-03   2.640412040113e-03   2.641093744219e-03   2.641904000375e-03   2.642840163281e-03   2.643895586682e-03   2.645060613538e-03   2.646329898626e-03   2.647708079963e-03   2.649197512172e-03   2.650785632677e-03   2.652438456992e-03   2.654051634535e-03   2.655565404449e-03   2.656997271203e-03   2.658351787928e-03   2.659609772995e-03   2.660747406642e-03   2.661746860839e-03   2.662595470554e-03   2.663283016006e-03   2.663802035207e-03   2.664151285184e-03   2.664342098790e-03   2.664407484053e-03   2.664280102973e-03   2.663975743324e-03   2.663533106610e-03   2.662951555889e-03   2.662252554012e-03   2.661457479790e-03   2.660580759569e-03   2.659651207446e-03   2.658681834804e-03   2.657701981204e-03   2.656753611981e-03   2.655830979699e-03   2.654934625796e-03   2.654075536456e-03   2.653261356855e-03   2.652497941350e-03   2.651790031058e-03   2.651140921742e-03   2.650552303223e-03   2.650024280430e-03   2.649555530916e-03   2.649143550469e-03   2.648784934787e-03   2.648475656207e-03   2.648211311836e-03   2.647987334072e-03   2.647799161970e-03   2.647642375191e-03   2.647512793625e-03   2.647406546639e-03   2.647320116204e-03   2.647250355444e-03   2.647194486177e-03   2.647150083783e-03   2.647115057559e-03   2.647087627303e-03   2.647066295912e-03   2.647049819263e-03   2.647037176043e-03   2.647027537032e-03   2.647020239554e-03   2.647014757733e-03   2.647010675398e-03   2.647007661116e-03   2.647005452777e-03   2.647003847445e-03   2.647002688444e-03   2.647001856757e-03   2.647001261852e-03   2.647000835495e-03   2.647000527036e-03   2.647000304742e-03   2.647000165306e-03   2.647000165306e-03   2.647000304742e-03
   2.646966451700e-03   2.646978805888e-03   2.646978805888e-03   2.646966451700e-03   2.646953161880e-03   2.646937450813e-03   2.646918503412e-03   2.646895121992e-03   2.646866452176e-03   2.646831244973e-03   2.646788264554e-03   2.646736025594e-03   2.646672944948e-03   2.646597242660e-03   2.646507001196e-03   2.646400150102e-03   2.646274495536e-03   2.646127757211e-03   2.645957608946e-03   2.645761745830e-03   2.645537952768e-03   2.645284207232e-03   2.644998790563e-03   2.644680420793e-03   2.644328413133e-03   2.643942844577e-03   2.643524643159e-03   2.643075586852e-03   2.642598193347e-03   2.642095678932e-03   2.641572101286e-03   2.641032203218e-03   2.640478258093e-03   2.639904227830e-03   2.639317954919e-03   2.638744576081e-03   2.638201422618e-03   2.637704233599e-03   2.637270104845e-03   2.636918670231e-03   2.636671213173e-03   2.636542485556e-03   2.636516147791e-03   2.636591623546e-03   2.636806578112e-03   2.637178896984e-03   2.637716158101e-03   2.638420600567e-03   2.639292166677e-03   2.640329957546e-03   2.641530577755e-03   2.642885594693e-03   2.644383523299e-03   2.646019763677e-03   2.647802819983e-03   2.649734599250e-03   2.651795398960e-03   2.653941600219e-03   2.656061163935e-03   2.658045943358e-03   2.659920530858e-03   2.661698365476e-03   2.663357603185e-03   2.664865266720e-03   2.666195417438e-03   2.667330425564e-03   2.668257345306e-03   2.668967528648e-03   2.669459367864e-03   2.669742707970e-03   2.669849813622e-03   2.669718922761e-03   2.669354953170e-03   2.668800796984e-03   2.668062375680e-03   2.667167214838e-03   2.666142683443e-03   2.665006303217e-03   2.663795097784e-03   2.662525891554e-03   2.661241616447e-03   2.659988710853e-03   2.658773562938e-03   2.657590727915e-03   2.656454661381e-03   2.655376361839e-03   2.654363650458e-03   2.653422950756e-03   2.652558904142e-03   2.651774075100e-03   2.651068925556e-03   2.650441993844e-03   2.649890205357e-03   2.649409242103e-03   2.648993911716e-03   2.648638481695e-03   2.648336964766e-03   2.648083352179e-03   2.647871796816e-03   2.647696750136e-03   2.647553058156e-03   2.647436022295e-03   2.647341431121e-03   2.647265566653e-03   2.647205187474e-03   2.647157496857e-03   2.647120106211e-03   2.647090999890e-03   2.647068497661e-03   2.647051215944e-03   2.647038028863e-03   2.647028029544e-03   2.647020498821e-03   2.647014870712e-03   2.647010700442e-03   2.647007635799e-03   2.647005400831e-03   2.647003782518e-03   2.647002617818e-03   2.647001782465e-03   2.647001182000e-03   2.647000746373e-03   2.647000431948e-03   2.647000234994e-03   2.647000234994e-03   2.647000431948e-03
